"long","lat","group","order","region","subregion"
-95.873031616211,41.3102569580078,14,3683,"iowa",NA
-95.878761291504,41.3159866333008,14,3684,"iowa",NA
-95.9016723632812,41.3274459838867,14,3685,"iowa",NA
-95.9245986938477,41.3389053344727,14,3686,"iowa",NA
-95.930320739746,41.3503646850586,14,3687,"iowa",NA
-95.9245986938477,41.3618240356445,14,3688,"iowa",NA
-95.9245986938477,41.3847427368164,14,3689,"iowa",NA
-95.930320739746,41.4191169738770,14,3690,"iowa",NA
-95.936050415039,41.4420356750488,14,3691,"iowa",NA
-95.947509765625,41.4592247009277,14,3692,"iowa",NA
-95.9990768432617,41.4878730773926,14,3693,"iowa",NA
-96.0048141479492,41.5050621032715,14,3694,"iowa",NA
-96.0162658691406,41.5337104797363,14,3695,"iowa",NA
-96.0449142456055,41.5337104797363,14,3696,"iowa",NA
-96.0850219726562,41.5508995056152,14,3697,"iowa",NA
-96.0792922973633,41.5680885314941,14,3698,"iowa",NA
-96.0506439208984,41.6024665832520,14,3699,"iowa",NA
-96.0506439208984,41.6196556091309,14,3700,"iowa",NA
-96.0678329467773,41.6196556091309,14,3701,"iowa",NA
-96.0964813232422,41.6196556091309,14,3702,"iowa",NA
-96.125129699707,41.6368446350098,14,3703,"iowa",NA
-96.125129699707,41.6654891967773,14,3704,"iowa",NA
-96.119400024414,41.7170562744141,14,3705,"iowa",NA
-96.0907516479492,41.7514343261719,14,3706,"iowa",NA
-96.1022109985352,41.7800827026367,14,3707,"iowa",NA
-96.0964813232422,41.8259201049805,14,3708,"iowa",NA
-96.130859375,41.8602981567383,14,3709,"iowa",NA
-96.1652374267578,41.9175910949707,14,3710,"iowa",NA
-96.1537780761719,41.9462394714355,14,3711,"iowa",NA
-96.1537780761719,41.9691581726074,14,3712,"iowa",NA
-96.1652374267578,41.9863471984863,14,3713,"iowa",NA
-96.1824264526367,42.0035362243652,14,3714,"iowa",NA
-96.222526550293,42.0035362243652,14,3715,"iowa",NA
-96.2282638549805,42.0321846008301,14,3716,"iowa",NA
-96.2626342773438,42.0551033020020,14,3717,"iowa",NA
-96.2798309326172,42.0665626525879,14,3718,"iowa",NA
-96.2970123291016,42.1181259155273,14,3719,"iowa",NA
-96.3371200561523,42.1467742919922,14,3720,"iowa",NA
-96.3428497314453,42.1582374572754,14,3721,"iowa",NA
-96.3428497314453,42.175422668457,14,3722,"iowa",NA
-96.319938659668,42.1983413696289,14,3723,"iowa",NA
-96.319938659668,42.2098007202148,14,3724,"iowa",NA
-96.3485794067383,42.2441787719727,14,3725,"iowa",NA
-96.3428497314453,42.2499084472656,14,3726,"iowa",NA
-96.3485794067383,42.2670974731445,14,3727,"iowa",NA
-96.405876159668,42.3301200866699,14,3728,"iowa",NA
-96.4116134643555,42.3530387878418,14,3729,"iowa",NA
-96.405876159668,42.3816909790039,14,3730,"iowa",NA
-96.394416809082,42.3988761901855,14,3731,"iowa",NA
-96.388687133789,42.4160652160645,14,3732,"iowa",NA
-96.388687133789,42.4389839172363,14,3733,"iowa",NA
-96.394416809082,42.4619026184082,14,3734,"iowa",NA
-96.4345245361328,42.4733619689941,14,3735,"iowa",NA
