Stock,Date,Open,High,Low,Close,Volume
AAPL,11-Apr-2013,433.72,437.99,431.2,434.33,11736200
AAPL,12-Apr-2013,434.15,434.15,429.09,429.8,8525800
AAPL,15-Apr-2013,427,427.89,419.55,419.85,11339900
AAPL,16-Apr-2013,421.57,426.61,420.57,426.24,10920300
AAPL,17-Apr-2013,420.27,420.6,398.11,402.8,33751900
AAPL,18-Apr-2013,404.95,405.79,389.74,392.05,23796300
AAPL,19-Apr-2013,387.97,399.6,385.1,390.53,21759700
AAPL,22-Apr-2013,393,402.2,391.27,398.67,15354200
AAPL,23-Apr-2013,403.99,408.38,398.81,406.13,23722700
AAPL,24-Apr-2013,393.54,415.25,392.5,405.46,34636900
AAPL,25-Apr-2013,411.23,413.94,407,408.38,13744100
AAPL,26-Apr-2013,409.81,418.77,408.25,417.2,27295500
AAPL,29-Apr-2013,420.55,433.62,420,430.12,22857700
AAPL,30-Apr-2013,435.1,445.25,432.07,442.78,24697700
AAPL,01-May-2013,444.46,444.93,434.39,439.29,18112600
AAPL,02-May-2013,441.78,448.59,440.63,445.52,15072300
AAPL,03-May-2013,451.31,453.23,449.15,449.98,12911600
AAPL,06-May-2013,455.71,462.2,454.31,460.71,17737100
AAPL,07-May-2013,464.98,465.75,453.7,458.66,17276800
AAPL,08-May-2013,459.04,465.37,455.81,463.84,16878400
AAPL,09-May-2013,459.81,463,455.58,456.77,14241000
AAPL,10-May-2013,457.97,459.71,450.48,452.97,11958900
AAPL,13-May-2013,451.51,457.9,451.5,454.74,11325300
AAPL,14-May-2013,453.85,455.2,442.15,443.86,15968400
AAPL,15-May-2013,439.16,441,422.36,428.85,26477200
AAPL,16-May-2013,423.24,437.85,418.9,434.58,21552300
AAPL,17-May-2013,439.05,440.09,431.01,433.26,15288500
AAPL,20-May-2013,431.91,445.8,430.1,442.93,16127700
AAPL,21-May-2013,438.15,445.48,434.2,439.66,16296300
AAPL,22-May-2013,444.05,448.35,438.22,441.35,15830600
AAPL,23-May-2013,435.95,446.16,435.79,442.14,12620700
AAPL,24-May-2013,440.85,445.66,440.36,445.15,9872300
AAPL,27-May-2013,445.15,445.15,445.15,445.15,0
AAPL,28-May-2013,449.9,451.11,440.85,441.44,13790800
AAPL,29-May-2013,440,447.5,439.4,444.95,11813600
AAPL,30-May-2013,445.65,454.5,444.51,451.58,12632600
AAPL,31-May-2013,452.5,457.1,449.5,449.73,13725000
AAPL,03-Jun-2013,450.73,452.36,442.48,450.72,13298200
AAPL,04-Jun-2013,453.22,454.43,447.39,449.31,10454500
AAPL,05-Jun-2013,445.65,450.72,443.71,445.11,10378100
AAPL,06-Jun-2013,445.47,447,434.05,438.46,14895400
AAPL,07-Jun-2013,436.5,443.24,432.77,441.81,14455000
AAPL,10-Jun-2013,444.73,449.08,436.8,438.89,16084100
AAPL,11-Jun-2013,435.74,442.76,433.32,437.6,10228000
AAPL,12-Jun-2013,439.5,441.25,431.5,432.19,9472200
AAPL,13-Jun-2013,432.5,437.14,428.75,435.96,10218200
AAPL,14-Jun-2013,435.4,436.29,428.5,430.05,9717200
AAPL,17-Jun-2013,431.44,435.7,430.36,432,9265700
AAPL,18-Jun-2013,431.56,434.9,430.21,431.77,6970000
AAPL,19-Jun-2013,431.4,431.66,423,423,11108200
AAPL,20-Jun-2013,419.3,425.98,415.17,416.84,12767700
AAPL,21-Jun-2013,418.49,420,408.1,413.5,17185200
AAPL,24-Jun-2013,407.4,408.66,398.05,402.54,17169400
AAPL,25-Jun-2013,405.7,407.79,398.83,402.63,11226300
AAPL,26-Jun-2013,403.9,404.79,395.66,398.07,13140900
AAPL,27-Jun-2013,399.25,401.39,393.54,393.78,12050000
AAPL,28-Jun-2013,391.36,400.27,388.87,396.53,20665600
AAPL,01-Jul-2013,402.69,412.27,401.22,409.22,13970400
AAPL,02-Jul-2013,409.96,421.63,409.47,418.49,16788700
AAPL,03-Jul-2013,420.86,422.98,417.45,420.8,8604500
AAPL,04-Jul-2013,420.8,420.8,420.8,420.8,0
AAPL,05-Jul-2013,420.39,423.29,415.35,417.42,9788600
AAPL,08-Jul-2013,420.11,421,410.65,415.05,10654000
AAPL,09-Jul-2013,413.6,423.5,410.38,422.35,12596000
AAPL,10-Jul-2013,419.6,424.8,418.25,420.73,10050100
AAPL,11-Jul-2013,422.95,428.25,421.17,427.29,11659800
AAPL,12-Jul-2013,427.65,429.79,423.41,426.51,9987200
AAPL,15-Jul-2013,425.01,431.46,424.8,427.44,8649000
AAPL,16-Jul-2013,426.52,430.71,424.17,430.2,7733400
AAPL,17-Jul-2013,429.7,432.22,428.22,430.31,7109100
AAPL,18-Jul-2013,433.38,434.87,430.61,431.76,7822900
AAPL,19-Jul-2013,433.1,433.98,424.35,424.95,9599200
AAPL,22-Jul-2013,429.46,429.75,425.47,426.31,7428200
AAPL,23-Jul-2013,426,426.96,418.71,418.99,13192600
AAPL,24-Jul-2013,438.93,444.59,435.26,440.51,21144800
AAPL,25-Jul-2013,440.7,441.4,435.81,438.5,8202900
AAPL,26-Jul-2013,435.3,441.04,434.34,440.99,7152600
AAPL,29-Jul-2013,440.8,449.99,440.2,447.79,8872900
AAPL,30-Jul-2013,449.96,457.15,449.23,453.32,11050700
AAPL,31-Jul-2013,454.99,457.34,449.43,452.53,11534100
AAPL,01-Aug-2013,455.62,456.8,453.26,456.68,7366000
AAPL,02-Aug-2013,458.01,462.85,456.66,462.54,9813600
AAPL,05-Aug-2013,464.69,470.67,462.15,469.45,11387600
AAPL,06-Aug-2013,468.02,471.89,462.17,465.25,11961200
AAPL,07-Aug-2013,463.8,467,461.77,464.98,10673400
AAPL,08-Aug-2013,463.86,464.1,457.95,461.01,9142800
AAPL,09-Aug-2013,458.64,460.46,453.65,454.45,9557800
AAPL,12-Aug-2013,456.86,468.65,456.63,467.36,13015400
AAPL,13-Aug-2013,470.94,494.66,468.05,489.57,31497800
AAPL,14-Aug-2013,497.88,504.25,493.4,498.5,27013200
AAPL,15-Aug-2013,496.42,502.4,489.08,497.91,17510500
AAPL,16-Aug-2013,500.15,502.94,498.86,502.33,12939400
AAPL,19-Aug-2013,504.34,513.74,504,507.74,18232700
AAPL,20-Aug-2013,509.71,510.57,500.82,501.07,12810200
AAPL,21-Aug-2013,503.59,507.15,501.2,502.36,11995600
AAPL,22-Aug-2013,504.98,505.59,498.2,502.96,8721600
AAPL,23-Aug-2013,503.3,503.35,499.35,501.02,7954600
AAPL,26-Aug-2013,500.75,510.2,500.5,502.97,11820100
AAPL,27-Aug-2013,498,502.51,486.3,488.59,15149500
AAPL,28-Aug-2013,486,495.8,486,490.9,10985900
AAPL,29-Aug-2013,491.65,496.5,491.13,491.7,8559100
AAPL,30-Aug-2013,492,492.95,486.5,487.22,9728600
AAPL,02-Sep-2013,487.22,487.22,487.22,487.22,0
AAPL,03-Sep-2013,493.1,500.6,487.35,488.58,11860700
AAPL,04-Sep-2013,499.56,502.24,496.28,498.69,12322500
AAPL,05-Sep-2013,500.25,500.68,493.64,495.27,8441600
AAPL,06-Sep-2013,498.44,499.38,489.95,498.22,12840100
AAPL,09-Sep-2013,505,507.92,503.48,506.17,12167300
AAPL,10-Sep-2013,506.2,507.45,489.5,494.64,26542600
AAPL,11-Sep-2013,467.01,473.69,464.81,467.71,32096200
AAPL,12-Sep-2013,468.5,475.4,466.01,472.69,14430300
AAPL,13-Sep-2013,469.34,471.83,464.7,464.9,10672600
AAPL,16-Sep-2013,461,461.61,447.22,450.12,19591000
AAPL,17-Sep-2013,447.96,459.71,447.5,455.32,14263500
AAPL,18-Sep-2013,463.18,466.35,460.66,464.68,16316400
AAPL,19-Sep-2013,470.7,475.83,469.25,472.3,14447800
AAPL,20-Sep-2013,478,478.55,466,467.41,24975000
AAPL,23-Sep-2013,496.1,496.91,482.6,490.64,27125400
AAPL,24-Sep-2013,494.88,495.47,487.82,489.1,13012200
AAPL,25-Sep-2013,489.45,489.64,481.43,481.53,11319800
AAPL,26-Sep-2013,486,488.56,483.9,486.22,8472100
AAPL,27-Sep-2013,483.78,484.67,480.72,482.75,8144200
AAPL,30-Sep-2013,477.25,481.66,474.41,476.75,9291300
AAPL,01-Oct-2013,478.45,489.14,478.38,487.96,12638600
AAPL,02-Oct-2013,485.63,491.8,483.75,489.56,10327900
AAPL,03-Oct-2013,490.51,492.35,480.74,483.41,11526900
AAPL,04-Oct-2013,483.86,484.6,478.6,483.03,9245300
AAPL,07-Oct-2013,486.56,492.65,485.35,487.75,11153300
AAPL,08-Oct-2013,489.94,490.64,480.54,480.94,10389800
AAPL,09-Oct-2013,484.64,487.79,478.28,486.59,10775800
AAPL,10-Oct-2013,491.32,492.38,487.04,489.64,9950000
AAPL,11-Oct-2013,486.99,493.84,485.16,492.81,9562100
AAPL,14-Oct-2013,489.83,497.58,489.35,496.04,9353500
AAPL,15-Oct-2013,497.51,502,495.52,498.68,11431200
AAPL,16-Oct-2013,500.79,502.53,499.23,501.11,8967800
AAPL,17-Oct-2013,499.98,504.78,499.68,504.5,9056900
AAPL,18-Oct-2013,505.99,509.26,505.71,508.89,10376500
AAPL,21-Oct-2013,511.77,524.3,511.52,521.36,14218100
AAPL,22-Oct-2013,526.41,528.45,508.03,519.87,19073600
AAPL,23-Oct-2013,519,525.67,519,524.96,11204400
AAPL,24-Oct-2013,525,532.47,522.45,531.91,13741500
AAPL,25-Oct-2013,531.32,533.23,525.11,525.96,12064000
AAPL,28-Oct-2013,529.04,531,523.21,529.88,19658500
AAPL,29-Oct-2013,536.27,539.25,514.54,516.68,22707400
AAPL,30-Oct-2013,519.4,527.52,517.02,524.9,12648600
AAPL,31-Oct-2013,525,527.49,521.27,522.7,9846200
AAPL,01-Nov-2013,524.4,524.8,515.84,520.03,9817400
AAPL,04-Nov-2013,521.1,526.82,518.81,526.75,8736700
AAPL,05-Nov-2013,524.53,528.89,523,525.45,9481100
AAPL,06-Nov-2013,524.15,524.86,518.2,520.92,7977700
AAPL,07-Nov-2013,519.58,523.19,512.38,512.49,9379300
AAPL,08-Nov-2013,514.58,521.13,512.59,520.56,9975600
AAPL,11-Nov-2013,519.99,521.67,514.41,519.05,8123300
AAPL,12-Nov-2013,517.67,523.92,517,520.01,7302000
AAPL,13-Nov-2013,518.13,522.25,516.96,520.63,7043500
AAPL,14-Nov-2013,522.81,529.28,521.87,528.16,10086400
AAPL,15-Nov-2013,526.58,529.09,524.49,524.99,11354200
AAPL,18-Nov-2013,524.99,527.19,518.2,518.63,8748000
AAPL,19-Nov-2013,519.03,523.38,517.97,519.55,7462100
AAPL,20-Nov-2013,519.23,520.42,514.33,515,6935100
AAPL,21-Nov-2013,517.6,521.21,513.67,521.14,9358100
AAPL,22-Nov-2013,519.52,522.16,518.53,519.8,7990100
AAPL,25-Nov-2013,521.02,525.87,521,523.74,8192600
AAPL,26-Nov-2013,524.07,536.14,524,533.4,14335100
AAPL,27-Nov-2013,536.31,546,533.4,545.96,12980200
AAPL,28-Nov-2013,545.96,545.96,545.96,545.96,0
AAPL,29-Nov-2013,549.48,558.33,547.81,556.07,11361700
AAPL,02-Dec-2013,558,564.33,550.82,551.23,16876500
AAPL,03-Dec-2013,558.31,566.38,557.68,566.32,16105900
AAPL,04-Dec-2013,565.5,569.19,560.82,565,13493200
AAPL,05-Dec-2013,572.65,575.14,566.41,567.9,15985000
AAPL,06-Dec-2013,565.79,566.75,559.57,560.02,12298300
AAPL,09-Dec-2013,560.9,569.58,560.9,566.43,11446200
AAPL,10-Dec-2013,563.57,567.88,561.2,565.55,9938200
AAPL,11-Dec-2013,567,570.97,559.69,561.36,12847100
AAPL,12-Dec-2013,562.22,565.34,560.03,560.54,9367400
AAPL,13-Dec-2013,562.85,562.88,553.67,554.43,11886400
AAPL,16-Dec-2013,555.02,562.64,555.01,557.5,10092600
AAPL,17-Dec-2013,555.81,559.44,553.38,554.99,8210800
AAPL,18-Dec-2013,549.7,551.45,538.8,550.77,20209400
AAPL,19-Dec-2013,549.37,550,543.73,544.46,11462700
AAPL,20-Dec-2013,545.43,551.61,544.82,549.02,15586200
AAPL,23-Dec-2013,568,570.72,562.76,570.09,17903800
AAPL,24-Dec-2013,569.89,571.88,566.03,567.67,5984000
AAPL,25-Dec-2013,567.67,567.67,567.67,567.67,0
AAPL,26-Dec-2013,568.1,569.5,563.38,563.9,7286000
AAPL,27-Dec-2013,563.82,564.41,559.5,560.09,8067300
AAPL,30-Dec-2013,557.46,560.09,552.32,554.52,9058200
AAPL,31-Dec-2013,554.17,561.28,554,561.02,7974100
AAPL,01-Jan-2014,561.02,561.02,561.02,561.02,0
AAPL,02-Jan-2014,555.68,557.03,552.02,553.13,8398800
AAPL,03-Jan-2014,552.86,553.7,540.43,540.98,14036100
AAPL,06-Jan-2014,537.45,546.8,533.6,543.93,14765500
AAPL,07-Jan-2014,544.32,545.96,537.92,540.04,11347500
AAPL,08-Jan-2014,538.81,545.56,538.69,543.46,9240900
AAPL,09-Jan-2014,546.8,546.86,535.35,536.52,9986400
AAPL,10-Jan-2014,539.83,540.8,531.11,532.94,10902900
AAPL,13-Jan-2014,529.91,542.5,529.88,535.73,13551500
AAPL,14-Jan-2014,538.22,546.73,537.66,546.39,11962000
AAPL,15-Jan-2014,553.52,560.2,551.66,557.36,14067500
AAPL,16-Jan-2014,554.9,556.85,551.68,554.25,8210100
AAPL,17-Jan-2014,551.48,552.07,539.9,540.67,15489500
AAPL,20-Jan-2014,540.67,540.67,540.67,540.67,0
AAPL,21-Jan-2014,540.91,550.07,540.42,549.07,11750700
AAPL,22-Jan-2014,550.9,557.29,547.81,551.51,13602700
AAPL,23-Jan-2014,549.94,556.5,544.81,556.18,14425400
AAPL,24-Jan-2014,554,555.62,544.75,546.07,15483400
AAPL,27-Jan-2014,550.47,554.8,545.75,550.5,20602700
AAPL,28-Jan-2014,508.76,515,502.07,506.5,38119000
AAPL,29-Jan-2014,504.03,507.37,498.62,500.75,17991800
AAPL,30-Jan-2014,502.54,506.5,496.7,499.78,24251800
